run_id;date;parent_run_id;parent_script;baseline_reference;queue_test_id;main_parameter;main_from;main_to;dependent_parameter;dependent_from;dependent_to;expected_effect;status;preflight_pass;no_op_detected;effective_change_check;w8_weeks_traded;w24_weeks_traded;w52_weeks_traded;w8_trades;w24_trades;w52_trades;w8_wins;w24_wins;w52_wins;w8_losses;w24_losses;w52_losses;w8_ties;w24_ties;w52_ties;w8_pnl;w24_pnl;w52_pnl;w8_spy_compare;w24_spy_compare;w52_spy_compare;accepted_or_rejected;notes;run_dir
EXP_172;2026-04-26 15:39:59;EXP_169;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_169_260426114811\spy_context_asset_profile_configurable_regime_weeks_gated_close_vs_sma50_1_5_FIXED_GATES_EXP_138_EXP_139_EXP_141_EXP_144_EXP_147_EXP_149_EXP_150_EXP_162_EXP_163_EXP_164_EXP_165_EXP_167_EXP_168_EXP_169.py;EXP_068;;MAX_AVG_PROFILE_DISTANCE;0.17;0.22;;;;Cambio directo en semanas filtradas por similitud.;run_error;true;false;"{""no_op_detected"": false, ""active_logic_changed"": true, ""details"": [""effective_diff MAX_AVG_PROFILE_DISTANCE: 0.17 -> 0.22""]}";;;;;;;;;;;;;;;;;;;;;;rejected;decision_type=rejected, promotion_reason=, Executor no finalizo OK.;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_172_260426153950
EXP_173;2026-04-26 15:40:13;EXP_169;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_169_260426114811\spy_context_asset_profile_configurable_regime_weeks_gated_close_vs_sma50_1_5_FIXED_GATES_EXP_138_EXP_139_EXP_141_EXP_144_EXP_147_EXP_149_EXP_150_EXP_162_EXP_163_EXP_164_EXP_165_EXP_167_EXP_168_EXP_169.py;EXP_068;;TOP_CANDIDATES_NEXT_WEEK;3.0;4;;;;Cambio directo en cantidad de trades semanales.;run_error;true;false;"{""no_op_detected"": false, ""active_logic_changed"": true, ""details"": [""effective_diff TOP_CANDIDATES_NEXT_WEEK: 3 -> 4""]}";;;;;;;;;;;;;;;;;;;;;;rejected;decision_type=rejected, promotion_reason=, Executor no finalizo OK.;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_173_260426154006
EXP_174;2026-04-26 15:40:28;EXP_169;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_169_260426114811\spy_context_asset_profile_configurable_regime_weeks_gated_close_vs_sma50_1_5_FIXED_GATES_EXP_138_EXP_139_EXP_141_EXP_144_EXP_147_EXP_149_EXP_150_EXP_162_EXP_163_EXP_164_EXP_165_EXP_167_EXP_168_EXP_169.py;EXP_068;;TOP_CANDIDATES_NEXT_WEEK;3.0;4;;;;Cambio directo en cantidad de trades semanales.;run_error;true;false;"{""no_op_detected"": false, ""active_logic_changed"": true, ""details"": [""effective_diff TOP_CANDIDATES_NEXT_WEEK: 3 -> 4""]}";;;;;;;;;;;;;;;;;;;;;;rejected;decision_type=rejected, promotion_reason=, Executor no finalizo OK.;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_174_260426154021
EXP_175;2026-04-26 17:14:58;EXP_169;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_169_260426114811\spy_context_asset_profile_configurable_regime_weeks_gated_close_vs_sma50_1_5_FIXED_GATES_EXP_138_EXP_139_EXP_141_EXP_144_EXP_147_EXP_149_EXP_150_EXP_162_EXP_163_EXP_164_EXP_165_EXP_167_EXP_168_EXP_169.py;EXP_068;;TOP_SIMILAR_SPY_WEEKS;28.0;16;;;;Ajuste de estabilidad del matching con impacto gradual.;run_ok;true;false;"{""no_op_detected"": false, ""active_logic_changed"": true, ""details"": [""effective_diff TOP_SIMILAR_SPY_WEEKS: 28 -> 16""]}";3;5;25;9;15;75;4;6;25;1;3;26;4;6;24;98,4;194;715;1,90879252085;1,44711253355;1,52162645986;rejected;decision_type=rejected, promotion_reason=, Empeora contra ultima corrida valida en PnL y spy_compare (52w).;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_175_260426165730
EXP_176;2026-04-26 17:30:42;EXP_162;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_162_260425235720\spy_context_asset_profile_configurable_regime_weeks_gated_close_vs_sma50_1_5_FIXED_GATES_EXP_138_EXP_139_EXP_141_EXP_144_EXP_147_EXP_149_EXP_150_EXP_162.py;EXP_068;;TOP_SIMILAR_SPY_WEEKS;28.0;16;;;;Ajuste de estabilidad del matching con impacto gradual.;run_ok;true;false;"{""no_op_detected"": false, ""active_logic_changed"": true, ""details"": [""effective_diff TOP_SIMILAR_SPY_WEEKS: 28 -> 16""]}";1;1;22;2;2;44;2;2;15;0;0;17;0;0;12;70,2;70,2;379,4;8,95597799414;8,95597799414;1,66004035083;rejected;decision_type=rejected, promotion_reason=, Empeora contra ultima corrida valida en PnL y spy_compare (52w).;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_176_260426171505
EXP_177;2026-04-26 18:00:11;EXP_162;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_162_260425235720\spy_context_asset_profile_configurable_regime_weeks_gated_close_vs_sma50_1_5_FIXED_GATES_EXP_138_EXP_139_EXP_141_EXP_144_EXP_147_EXP_149_EXP_150_EXP_162.py;EXP_068;;TOP_CANDIDATES_NEXT_WEEK;2.0;4;;;;Cambio directo en cantidad de trades semanales.;run_partial_valid;true;false;"{""no_op_detected"": false, ""active_logic_changed"": true, ""details"": [""effective_diff TOP_CANDIDATES_NEXT_WEEK: 2 -> 4""]}";;;20;;;80;;;22;;;29;;;29;;;728;;;1,38705531243;rejected;decision_type=rejected, promotion_reason=, Faltan ventanas 24/52 validas y con profundidad real para validar robustez.;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_177_260426173049
EXP_178;2026-04-26 18:47:51;EXP_162;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_162_260425235720\spy_context_asset_profile_configurable_regime_weeks_gated_close_vs_sma50_1_5_FIXED_GATES_EXP_138_EXP_139_EXP_141_EXP_144_EXP_147_EXP_149_EXP_150_EXP_162.py;EXP_068;;TOP_CANDIDATES_NEXT_WEEK;2.0;5;;;;Cambio directo en cantidad de trades semanales.;run_partial_valid;true;false;"{""no_op_detected"": false, ""active_logic_changed"": true, ""details"": [""effective_diff TOP_CANDIDATES_NEXT_WEEK: 2 -> 5""]}";0;0;19;0;0;95;0;0;24;0;0;36;0;0;35;;;588,9972;;;0,978806602873;rejected;decision_type=rejected, promotion_reason=, Faltan ventanas 24/52 validas y con profundidad real para validar robustez.;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_178_260426181932
EXP_179;2026-04-26 19:18:44;EXP_162;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_162_260425235720\spy_context_asset_profile_configurable_regime_weeks_gated_close_vs_sma50_1_5_FIXED_GATES_EXP_138_EXP_139_EXP_141_EXP_144_EXP_147_EXP_149_EXP_150_EXP_162.py;EXP_068;;TOP_CANDIDATES_NEXT_WEEK;2.0;4;;;;Cambio directo en cantidad de trades semanales.;run_partial_valid;true;false;"{""no_op_detected"": false, ""active_logic_changed"": true, ""details"": [""effective_diff TOP_CANDIDATES_NEXT_WEEK: 2 -> 4""]}";0;0;20;0;0;80;0;0;22;0;0;29;0;0;29;;;728;;;1,38705531243;rejected;decision_type=rejected, promotion_reason=, Faltan ventanas 24/52 validas y con profundidad real para validar robustez.;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_179_260426184757
EXP_180;2026-04-26 19:57:08;EXP_162;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_162_260425235720\spy_context_asset_profile_configurable_regime_weeks_gated_close_vs_sma50_1_5_FIXED_GATES_EXP_138_EXP_139_EXP_141_EXP_144_EXP_147_EXP_149_EXP_150_EXP_162.py;EXP_068;;TOP_CANDIDATES_NEXT_WEEK;2.0;5;;;;Cambio directo en cantidad de trades semanales.;run_partial_valid;true;false;"{""no_op_detected"": false, ""active_logic_changed"": true, ""details"": [""effective_diff TOP_CANDIDATES_NEXT_WEEK: 2 -> 5""]}";0;0;19;0;0;95;0;0;24;0;0;36;0;0;35;;;588,9972;;;0,978806602873;rejected;decision_type=rejected, promotion_reason=, Faltan ventanas 24/52 validas y con profundidad real para validar robustez.;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_180_260426191851
EXP_181;2026-04-26 21:07:55;EXP_162;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_162_260425235720\spy_context_asset_profile_configurable_regime_weeks_gated_close_vs_sma50_1_5_FIXED_GATES_EXP_138_EXP_139_EXP_141_EXP_144_EXP_147_EXP_149_EXP_150_EXP_162.py;EXP_068;;TOP_CANDIDATES_NEXT_WEEK;2.0;4;;;;Cambio directo en cantidad de trades semanales.;run_partial_valid;true;false;"{""no_op_detected"": false, ""active_logic_changed"": true, ""details"": [""effective_diff TOP_CANDIDATES_NEXT_WEEK: 2 -> 4""]}";0;0;20;0;0;80;0;0;22;0;0;29;0;0;29;;;728;;;1,38705531243;rejected;decision_type=rejected, promotion_reason=, Faltan ventanas 24/52 validas y con profundidad real para validar robustez.;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_181_260426204305
EXP_182;2026-04-26 21:30:35;EXP_162;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_162_260425235720\spy_context_asset_profile_configurable_regime_weeks_gated_close_vs_sma50_1_5_FIXED_GATES_EXP_138_EXP_139_EXP_141_EXP_144_EXP_147_EXP_149_EXP_150_EXP_162.py;EXP_068;;TOP_CANDIDATES_NEXT_WEEK;2.0;5;;;;Cambio directo en cantidad de trades semanales.;run_partial_valid;true;false;"{""no_op_detected"": false, ""active_logic_changed"": true, ""details"": [""effective_diff TOP_CANDIDATES_NEXT_WEEK: 2 -> 5""]}";0;0;19;0;0;95;0;0;24;0;0;36;0;0;35;;;588,9972;;;0,978806602873;rejected;decision_type=rejected, promotion_reason=, Faltan ventanas 24/52 validas y con profundidad real para validar robustez.;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_182_260426210802
EXP_183;2026-04-26 21:53:57;EXP_162;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_162_260425235720\spy_context_asset_profile_configurable_regime_weeks_gated_close_vs_sma50_1_5_FIXED_GATES_EXP_138_EXP_139_EXP_141_EXP_144_EXP_147_EXP_149_EXP_150_EXP_162.py;EXP_068;;ENABLE_CLOSE_VS_SMA50_FILTER;False;True;MAX_CLOSE_VS_SMA50_PCT;1.5;0.5;Mayor control de calidad del basket.;run_ok;true;false;"{""no_op_detected"": false, ""active_logic_changed"": true, ""details"": [""effective_diff ENABLE_CLOSE_VS_SMA50_FILTER: false -> true"", ""effective_diff MAX_CLOSE_VS_SMA50_PCT: 1.5 -> 0.5""]}";1;1;13;2;2;26;2;2;9;0;0;7;0;0;10;95,2;95,2;412,6;11,4559779941;11,4559779941;2,8613259726;accepted;decision_type=accepted_for_followup, promotion_reason=Corrida util para seguimiento, pendiente validacion larga robusta., Aceptado para seguimiento., Falta ventana valida multi-anio (156 semanas reales). actual=None, Muy baja frecuencia en 52 semanas., Empeora contra ultima corrida valida en PnL y spy_compare (52w).;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_183_260426213042
EXP_184;2026-04-26 22:17:10;EXP_183;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_183_260426213042\spy_context_asset_profile_configurable_regime_weeks_gated_close_vs_sma50_1_5_FIXED_GATES_EXP_138_EXP_139_EXP_141_EXP_144_EXP_147_EXP_149_EXP_150_EXP_162_EXP_183.py;EXP_068;;MAX_CLOSE_VS_SMA50_PCT;0.5;0.35;;;;Menor ruido de basket con impacto moderado en frecuencia.;run_ok;true;false;"{""no_op_detected"": false, ""active_logic_changed"": true, ""details"": [""effective_diff MAX_CLOSE_VS_SMA50_PCT: 0.5 -> 0.35""]}";1;1;13;2;2;26;2;2;9;0;0;7;0;0;10;95,2;95,2;412,6;11,4559779941;11,4559779941;2,8613259726;accepted;decision_type=accepted_for_followup, promotion_reason=Corrida util para seguimiento, pendiente validacion larga robusta., Aceptado para seguimiento., Falta ventana valida multi-anio (156 semanas reales). actual=None, Muy baja frecuencia en 52 semanas.;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_184_260426215406
EXP_185;2026-04-26 22:33:49;EXP_184;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_184_260426215406\spy_context_asset_profile_configurable_regime_weeks_gated_close_vs_sma50_1_5_FIXED_GATES_EXP_138_EXP_139_EXP_141_EXP_144_EXP_147_EXP_149_EXP_150_EXP_162_EXP_183_EXP_184.py;EXP_068;;TOP_SIMILAR_SPY_WEEKS;28.0;20;;;;Ajuste de estabilidad del matching con impacto gradual.;run_ok;true;false;"{""no_op_detected"": false, ""active_logic_changed"": true, ""details"": [""effective_diff TOP_SIMILAR_SPY_WEEKS: 28 -> 20""]}";1;1;9;2;2;18;2;2;7;0;0;6;0;0;5;70,2;70,2;331,8;8,95597799414;8,95597799414;3,55450695363;accepted;decision_type=accepted_for_followup, promotion_reason=Corrida util para seguimiento, pendiente validacion larga robusta., Aceptado para seguimiento., Falta ventana valida multi-anio (156 semanas reales). actual=None, Muy baja frecuencia en 52 semanas.;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_185_260426221717
EXP_186;2026-04-26 23:29:09;EXP_185;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_185_260426221717\spy_context_asset_profile_configurable_regime_weeks_gated_close_vs_sma50_1_5_FIXED_GATES_EXP_138_EXP_139_EXP_141_EXP_144_EXP_147_EXP_149_EXP_150_EXP_162_EXP_183_EXP_184_EXP_185.py;EXP_068;;MIN_SPY_CHANNEL_R2;0.6;0.5;;;;Cambio incremental en semanas operadas con impacto controlado en calidad.;run_ok;true;false;"{""no_op_detected"": false, ""active_logic_changed"": true, ""details"": [""effective_diff MIN_SPY_CHANNEL_R2: 0.6 -> 0.5""]}";3;5;13;6;10;26;3;5;10;2;2;8;1;3;8;40,6;166;427,6;1,07545918752;2,6531722916;2,79234200358;rejected;decision_type=rejected, promotion_reason=, Muy baja frecuencia en 52 semanas.;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_186_260426231241
EXP_187;2026-04-26 23:43:48;EXP_185;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_185_260426221717\spy_context_asset_profile_configurable_regime_weeks_gated_close_vs_sma50_1_5_FIXED_GATES_EXP_138_EXP_139_EXP_141_EXP_144_EXP_147_EXP_149_EXP_150_EXP_162_EXP_183_EXP_184_EXP_185.py;EXP_068;;MAX_CLOSE_VS_SMA50_PCT;0.35;0.45;;;;Menor ruido de basket con impacto moderado en frecuencia.;run_ok;true;false;"{""no_op_detected"": false, ""active_logic_changed"": true, ""details"": [""effective_diff MAX_CLOSE_VS_SMA50_PCT: 0.35 -> 0.45""]}";1;1;10;2;2;20;2;2;7;0;0;6;0;0;7;70,2;70,2;337;8,95597799414;8,95597799414;3,27938238224;rejected;decision_type=rejected, promotion_reason=, Muy baja frecuencia en 52 semanas.;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_187_260426232916
EXP_188;2026-04-26 23:59:30;EXP_185;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_185_260426221717\spy_context_asset_profile_configurable_regime_weeks_gated_close_vs_sma50_1_5_FIXED_GATES_EXP_138_EXP_139_EXP_141_EXP_144_EXP_147_EXP_149_EXP_150_EXP_162_EXP_183_EXP_184_EXP_185.py;EXP_068;;MAX_CLOSE_VS_SMA50_PCT;0.35;0.65;;;;Menor ruido de basket con impacto moderado en frecuencia.;run_ok;true;false;"{""no_op_detected"": false, ""active_logic_changed"": true, ""details"": [""effective_diff MAX_CLOSE_VS_SMA50_PCT: 0.35 -> 0.65""]}";1;1;11;2;2;22;2;2;7;0;0;7;0;0;8;70,2;70,2;312,2;8,95597799414;8,95597799414;2,52974274838;rejected;decision_type=rejected, promotion_reason=, Muy baja frecuencia en 52 semanas., Empeora contra ultima corrida valida en PnL y spy_compare (52w).;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_188_260426234354
EXP_189;2026-04-27 00:25:25;EXP_162;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_162_260425235720\spy_context_asset_profile_configurable_regime_weeks_gated_close_vs_sma50_1_5_FIXED_GATES_EXP_138_EXP_139_EXP_141_EXP_144_EXP_147_EXP_149_EXP_150_EXP_162.py;EXP_068;;TOP_SIMILAR_SPY_WEEKS;28.0;16;;;;Ajuste de estabilidad del matching con impacto gradual.;run_ok;true;false;"{""no_op_detected"": false, ""active_logic_changed"": true, ""details"": [""effective_diff TOP_SIMILAR_SPY_WEEKS: 28 -> 16""]}";1;1;22;2;2;44;2;2;15;0;0;17;0;0;12;70,2;70,2;379,4;8,95597799414;8,95597799414;1,66004035083;rejected;decision_type=rejected, promotion_reason=, Empeora contra ultima corrida valida en PnL y spy_compare (52w).;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_189_260427001700
EXP_190;2026-04-27 00:52:43;EXP_162;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_162_260425235720\spy_context_asset_profile_configurable_regime_weeks_gated_close_vs_sma50_1_5_FIXED_GATES_EXP_138_EXP_139_EXP_141_EXP_144_EXP_147_EXP_149_EXP_150_EXP_162.py;EXP_068;;MAX_AVG_PROFILE_DISTANCE;0.17;0.15;;;;Variación causal de semanas filtradas.;run_partial_valid;true;false;"{""no_op_detected"": false, ""active_logic_changed"": true, ""details"": [""effective_diff MAX_AVG_PROFILE_DISTANCE: 0.17 -> 0.15""]}";0;0;21;0;0;42;0;0;16;0;0;10;0;0;16;;;779,2;;;3,34740125188;rejected;decision_type=rejected, promotion_reason=, Faltan ventanas 24/52 validas y con profundidad real para validar robustez.;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_190_260427002532
EXP_191;2026-04-27 01:10:03;EXP_162;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_162_260425235720\spy_context_asset_profile_configurable_regime_weeks_gated_close_vs_sma50_1_5_FIXED_GATES_EXP_138_EXP_139_EXP_141_EXP_144_EXP_147_EXP_149_EXP_150_EXP_162.py;EXP_068;;MIN_SPY_CHANNEL_R2;0.6;0.57;;;;Impacto incremental en semanas habilitadas.;run_ok;true;false;"{""no_op_detected"": false, ""active_logic_changed"": true, ""details"": [""effective_diff MIN_SPY_CHANNEL_R2: 0.6 -> 0.57""]}";2;3;25;4;6;50;3;4;20;0;1;11;1;1;19;120,4;190,6;975;5,51595441052;5,04146908106;3,46051911045;accepted;decision_type=promoted_to_baseline, promotion_reason=Mejora robusta vs parent sin deterioro material., Cumple fase multi_year y valida promoción robusta vs parent.;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_191_260427005250
EXP_192;2026-04-27 09:55:54;EXP_191;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_191_260427005250\spy_context_asset_profile_configurable_regime_weeks_gated_close_vs_sma50_1_5_FIXED_GATES_EXP_138_EXP_139_EXP_141_EXP_144_EXP_147_EXP_149_EXP_150_EXP_162_EXP_191.py;EXP_191;;TOP_SIMILAR_SPY_WEEKS;28.0;20;;;;Ajuste de estabilidad del matching con impacto gradual.;run_ok;true;false;"{""no_op_detected"": false, ""active_logic_changed"": true, ""details"": [""effective_diff TOP_SIMILAR_SPY_WEEKS: 28 -> 20""]}";2;3;25;4;6;50;3;5;22;0;0;13;1;1;15;95,4;215,6;905;4,26595441052;5,87480241439;3,18051911045;rejected;decision_type=rejected, promotion_reason=, Empeora contra ultima corrida valida en PnL y spy_compare (52w).;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_192_260427093947
EXP_193;2026-04-27 10:23:33;EXP_191;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_191_260427005250\spy_context_asset_profile_configurable_regime_weeks_gated_close_vs_sma50_1_5_FIXED_GATES_EXP_138_EXP_139_EXP_141_EXP_144_EXP_147_EXP_149_EXP_150_EXP_162_EXP_191.py;EXP_191;;TOP_CANDIDATES_NEXT_WEEK;2.0;3;;;;Cambio directo en cantidad de trades semanales.;run_ok;true;false;"{""no_op_detected"": false, ""active_logic_changed"": true, ""details"": [""effective_diff TOP_CANDIDATES_NEXT_WEEK: 2 -> 3""]}";2;3;25;6;9;75;4;5;28;0;2;20;2;2;27;145,6;188,4;1230;4,34928774385;2,87480241439;2,84051911045;accepted;decision_type=accepted_for_followup, promotion_reason=Aceptable para seguimiento, pero no robusto para promoción de baseline., Aceptado para seguimiento, pero sin promoción de baseline., spy_compare_52 empeora vs parent, no promover baseline aunque mejore PnL/frecuencia., Empeora edge en 52w vs parent: avg_net_return_pct y spy_compare., Sube frecuencia/trades pero deteriora edge contra parent., Deteriora uno o más años vs SPY contra parent, no promover baseline.;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_193_260427095600
EXP_194;2026-04-27 10:41:01;EXP_193;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_193_260427095600\spy_context_asset_profile_configurable_regime_weeks_gated_close_vs_sma50_1_5_FIXED_GATES_EXP_138_EXP_139_EXP_141_EXP_144_EXP_147_EXP_149_EXP_150_EXP_162_EXP_191_EXP_193.py;EXP_191;;TOP_SIMILAR_SPY_WEEKS;28.0;20;;;;Ajuste de estabilidad del matching con impacto gradual.;run_ok;true;false;"{""no_op_detected"": false, ""active_logic_changed"": true, ""details"": [""effective_diff TOP_SIMILAR_SPY_WEEKS: 28 -> 20""]}";2;3;25;6;9;75;4;6;28;0;0;22;2;3;25;145,6;268,4;1145;4,34928774385;4,65258019217;2,61385244379;rejected;decision_type=rejected, promotion_reason=, Empeora contra ultima corrida valida en PnL y spy_compare (52w).;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_194_260427102340
EXP_195;2026-04-27 10:59:08;EXP_193;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_193_260427095600\spy_context_asset_profile_configurable_regime_weeks_gated_close_vs_sma50_1_5_FIXED_GATES_EXP_138_EXP_139_EXP_141_EXP_144_EXP_147_EXP_149_EXP_150_EXP_162_EXP_191_EXP_193.py;EXP_191;;TOP_SIMILAR_SPY_WEEKS;28.0;20;;;;Ajuste de estabilidad del matching con impacto gradual.;run_ok;true;false;"{""no_op_detected"": false, ""active_logic_changed"": true, ""details"": [""effective_diff TOP_SIMILAR_SPY_WEEKS: 28 -> 20""]}";2;3;25;6;9;75;4;6;28;0;0;22;2;3;25;145,6;268,4;1145;4,34928774385;4,65258019217;2,61385244379;rejected;decision_type=rejected, promotion_reason=, Empeora contra ultima corrida valida en PnL y spy_compare (52w).;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_195_260427104108
EXP_196;2026-04-27 11:25:06;EXP_193;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_193_260427095600\spy_context_asset_profile_configurable_regime_weeks_gated_close_vs_sma50_1_5_FIXED_GATES_EXP_138_EXP_139_EXP_141_EXP_144_EXP_147_EXP_149_EXP_150_EXP_162_EXP_191_EXP_193.py;EXP_191;;MAX_AVG_PROFILE_DISTANCE;0.17;0.22;;;;Cambio directo en semanas filtradas por similitud.;run_ok;true;false;"{""no_op_detected"": false, ""active_logic_changed"": true, ""details"": [""effective_diff MAX_AVG_PROFILE_DISTANCE: 0.17 -> 0.22""]}";3;4;28;9;12;84;5;6;29;2;4;25;2;2;30;113,4;156,2;1123,4;2,52115530561;1,87232441807;2,25710983243;rejected;decision_type=rejected, promotion_reason=, Empeora contra ultima corrida valida en PnL y spy_compare (52w).;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_196_260427105914
EXP_197;2026-04-27 11:52:15;EXP_162;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_162_260425235720\spy_context_asset_profile_configurable_regime_weeks_gated_close_vs_sma50_1_5_FIXED_GATES_EXP_138_EXP_139_EXP_141_EXP_144_EXP_147_EXP_149_EXP_150_EXP_162.py;EXP_191;;MAX_AVG_PROFILE_DISTANCE;0.17;0.15;;;;Variación causal de semanas filtradas.;run_partial_valid;true;false;"{""no_op_detected"": false, ""active_logic_changed"": true, ""details"": [""effective_diff MAX_AVG_PROFILE_DISTANCE: 0.17 -> 0.15""]}";0;0;21;0;0;42;0;0;16;0;0;10;0;0;16;;;779,2;;;3,34740125188;rejected;decision_type=rejected, promotion_reason=, Faltan ventanas 24/52 validas y con profundidad real para validar robustez.;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_197_260427112513
EXP_198;2026-04-27 12:03:37;EXP_162;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_162_260425235720\spy_context_asset_profile_configurable_regime_weeks_gated_close_vs_sma50_1_5_FIXED_GATES_EXP_138_EXP_139_EXP_141_EXP_144_EXP_147_EXP_149_EXP_150_EXP_162.py;EXP_191;;TOP_SIMILAR_SPY_WEEKS;28.0;16;;;;Ajuste de estabilidad del matching con impacto gradual.;run_ok;true;false;"{""no_op_detected"": false, ""active_logic_changed"": true, ""details"": [""effective_diff TOP_SIMILAR_SPY_WEEKS: 28 -> 16""]}";1;1;22;2;2;44;2;2;15;0;0;17;0;0;12;70,2;70,2;379,4;8,95597799414;8,95597799414;1,66004035083;rejected;decision_type=rejected, promotion_reason=, Empeora contra ultima corrida valida en PnL y spy_compare (52w).;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_198_260427115221
EXP_199;2026-04-27 12:23:41;EXP_162;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_162_260425235720\spy_context_asset_profile_configurable_regime_weeks_gated_close_vs_sma50_1_5_FIXED_GATES_EXP_138_EXP_139_EXP_141_EXP_144_EXP_147_EXP_149_EXP_150_EXP_162.py;EXP_191;;MAX_AVG_PROFILE_DISTANCE;0.17;0.15;;;;Variación causal de semanas filtradas.;run_partial_valid;true;false;"{""no_op_detected"": false, ""active_logic_changed"": true, ""details"": [""effective_diff MAX_AVG_PROFILE_DISTANCE: 0.17 -> 0.15""]}";0;0;21;0;0;42;0;0;16;0;0;10;0;0;16;;;779,2;;;3,34740125188;rejected;decision_type=rejected, promotion_reason=, Faltan ventanas 24/52 validas y con profundidad real para validar robustez.;C:\Pythons\ML-Trading\Base_Archivos_SPY\runs\multi_agent_runs\EXP_199_260427120343
