run_id;date;parent_run_id;status;accepted_or_rejected;main_parameter;main_to;dependent_parameter;dependent_to;strategy_family;profile_mode;min_spy_channel_r2;max_avg_profile_distance;enable_close_vs_sma50_filter;max_close_vs_sma50_pct;top_candidates_next_week;w8_weeks_traded;w24_weeks_traded;w52_weeks_traded;w8_trades;w24_trades;w52_trades;w8_wins;w24_wins;w52_wins;w8_losses;w24_losses;w52_losses;w8_ties;w24_ties;w52_ties;w8_avg_net_return_pct;w24_avg_net_return_pct;w52_avg_net_return_pct;w8_total_net_pnl_dollars;w24_total_net_pnl_dollars;w52_total_net_pnl_dollars;w8_spy_compare;w24_spy_compare;w52_spy_compare;run_dir
EXP_001;2026-04-07 15:59:07;BASELINE_CLEAN;run_partial_valid;rejected;ENABLE_CLOSE_VS_SMA50_FILTER;True;MAX_CLOSE_VS_SMA50_PCT;0.5;profile_match;p25_p75;0,55;0,2;True;0,5;5;2;3;16;10;15;80;6;8;20;0;2;31;4;5;29;4,92;4,18666666667;0,82;246;314;328;4,41595441052;2,87480241439;0,409760772026;C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_001_260407133658
EXP_002;2026-04-07 16:58:34;BASELINE_CLEAN;run_partial_valid;accepted;PROFILE_MODE;zscore_distance;ENABLE_AVG_PROFILE_DISTANCE_GATE;False;profile_match;zscore_distance;0,55;0,2;False;1,5;5;4;6;30;20;25;145;11;14;53;5;6;47;4;5;45;2,22;2,92;2,29200206897;222;365;1661,7015;1,78619859724;1,3757347678;1,69080827705;C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_002_260407160742
EXP_003;2026-04-07 17:41:04;EXP_002;run_partial_valid;rejected;TOP_SIMILAR_SPY_WEEKS;16;;;profile_match;zscore_distance;0,55;0,2;False;1,5;5;4;6;30;20;25;145;9;11;43;6;8;52;5;6;50;1,52;1,36;1,20965517241;152;170;877;1,08619859724;-0,184265232205;0,608461380495;C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_003_260407171020
EXP_004;2026-04-07 18:26:11;EXP_002;run_partial_valid;rejected;TOP_SIMILAR_SPY_WEEKS;16;;;profile_match;zscore_distance;0,55;0,2;False;1,5;5;4;6;30;20;25;145;9;11;43;6;8;52;5;6;50;1,52;1,36;1,20965517241;152;170;877;1,08619859724;-0,184265232205;0,608461380495;C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_004_260407175258
EXP_005;2026-04-07 19:11:10;EXP_002;run_partial_valid;rejected;TOP_SIMILAR_SPY_WEEKS;16;;;profile_match;zscore_distance;0,55;0,2;False;1,5;5;4;6;30;20;25;145;9;11;43;6;8;52;5;6;50;1,52;1,36;1,20965517241;152;170;877;1,08619859724;-0,184265232205;0,608461380495;C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_005_260407183805
EXP_006;2026-04-07 20:01:07;EXP_002;run_partial_valid;rejected;TOP_SIMILAR_SPY_WEEKS;16;;;profile_match;zscore_distance;0,55;0,2;False;1,5;5;4;6;30;20;25;145;9;11;43;6;8;52;5;6;50;1,52;1,36;1,20965517241;152;170;877;1,08619859724;-0,184265232205;0,608461380495;C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_006_260407192312
EXP_007;2026-04-07 21:01:49;EXP_002;run_partial_valid;rejected;TOP_CANDIDATES_NEXT_WEEK;2;;;profile_match;zscore_distance;0,55;0,2;False;1,5;2;4;6;30;8;10;58;5;7;22;2;2;19;1;1;17;2,77;3,62;1,88206896552;110,8;181;545,8;2,33619859724;2,0757347678;1,2808751736;C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_007_260407200820
EXP_008;2026-04-07 21:54:56;EXP_002;run_partial_valid;rejected;TOP_CANDIDATES_NEXT_WEEK;4;;;profile_match;zscore_distance;0,55;0,2;False;1,5;4;4;6;30;16;20;116;9;12;39;4;5;42;3;3;35;1,895;2,92;1,45965517241;151,6;292;846,6;1,46119859724;1,3757347678;0,858461380495;C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_008_260407210831
EXP_010;2026-04-07 22:53:36;EXP_002;run_partial_valid;rejected;TOP_CANDIDATES_NEXT_WEEK;3;;;profile_match;zscore_distance;0,55;0,2;False;1,5;3;4;6;30;12;15;87;8;11;31;2;2;30;2;2;26;3,02;4,65333333333;1,65793103448;181,2;349;721,2;2,58619859724;3,10906810113;1,05673724256;C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_010_260407220919
EXP_012;2026-04-07 23:43:25;EXP_002;run_partial_valid;accepted;MIN_SPY_CHANNEL_R2;0.6;;;profile_match;zscore_distance;0,6;0,2;False;1,5;5;1;2;26;5;5;125;5;5;44;0;0;41;0;0;40;8,52;8,52;2,4155224;213;213;1509,7015;10,4559779941;7,1865468949;1,97563283944;C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_012_260407225406
EXP_013;2026-04-08 00:50:13;EXP_012;run_ok;rejected;TOP_SIMILAR_SPY_WEEKS;16;;;profile_match;zscore_distance;0,6;0,2;False;1,5;5;8;24;26;40;120;125;14;32;37;12;44;44;14;44;44;2,62;1,17833333333;1,472;524;707;920;2,38184637139;0,812907401486;1,03211043944;C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_013_260407235403
EXP_014;2026-04-08 01:54:43;EXP_012;run_ok;rejected;TOP_CANDIDATES_NEXT_WEEK;3;;;profile_match;zscore_distance;0,6;0,2;False;1,5;3;8;24;26;24;72;75;11;20;23;6;28;28;7;24;24;3,56166666667;1,03388888889;1,30666666667;427,4;372,2;490;3,32351303806;0,668462957042;0,866777106108;C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_014_260408005030
EXP_015;2026-04-08 03:11:35;EXP_012;run_ok;accepted;MIN_SPY_CHANNEL_R2;0.5;;;profile_match;zscore_distance;0,5;0,2;False;1,5;5;8;24;34;40;120;160;18;39;58;11;41;54;11;40;48;4,295;2,16116916667;2,254741875;859;1296,7015;1803,7937;4,05684637139;1,79574323482;1,62782372951;C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_015_260408020916
EXP_016;2026-04-08 04:00:58;EXP_015;run_ok;rejected;TOP_SIMILAR_SPY_WEEKS;16;;;profile_match;zscore_distance;0,5;0,2;False;1,5;5;8;24;34;40;120;160;14;32;47;12;44;58;14;44;55;2,62;1,17833333333;1,286365;524;707;1029,0922;2,38184637139;0,812907401486;0,659446854507;C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_016_260408031151
EXP_017;2026-04-08 05:10:27;EXP_015;run_ok;rejected;TOP_CANDIDATES_NEXT_WEEK;3;;;profile_match;zscore_distance;0,5;0,2;False;1,5;3;8;24;34;24;72;96;11;20;33;6;28;36;7;24;27;3,56166666667;1,03388888889;1,52;427,4;372,2;729,6;3,32351303806;0,668462957042;0,893081854507;C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_017_260408040928
EXP_019;2026-04-08 06:10:56;EXP_015;run_ok;rejected;MIN_SPY_CHANNEL_R2;0.47;;;profile_match;zscore_distance;0,47;0,2;False;1,5;5;8;24;35;40;120;165;18;39;59;11;41;56;11;40;50;4,295;2,16116916667;2,18399212121;859;1296,7015;1801,7937;4,05684637139;1,79574323482;1,5325166517;C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_019_260408051057
EXP_040;2026-04-08 07:16:32;EXP_015;run_ok;rejected;TOP_CANDIDATES_NEXT_WEEK;2;;;profile_match;zscore_distance;0,5;0,2;False;1,5;2;8;24;34;16;48;64;7;15;22;3;17;24;6;16;18;3,02;1,52;1,285625;241,6;364,8;411,4;2,78184637139;1,15457406815;0,658706854507;C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_040_260408061616
EXP_042;2026-04-08 08:18:45;EXP_015;run_ok;rejected;TOP_CANDIDATES_NEXT_WEEK;4;;;profile_match;zscore_distance;0,5;0,2;False;1,5;4;8;24;34;32;96;128;13;27;43;10;37;48;9;32;37;3,0825;1,15541666667;1,54826875;493,2;554,6;990,8922;2,84434637139;0,789990734819;0,921350604507;C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_042_260408071705
EXP_044;2026-04-08 09:21:06;EXP_015;run_ok;rejected;ENABLE_CLOSE_VS_SMA50_FILTER;True;MAX_CLOSE_VS_SMA50_PCT;0.5;profile_match;zscore_distance;0,5;0,2;True;0,5;5;8;24;34;40;120;160;13;27;41;12;48;63;15;45;56;2,3418275;0,252275833333;0,575456875;468,3653;151,3653;460,3653;2,10367387139;-0,113150098514;-0,0514612704927;C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_044_260408081915
EXP_045;2026-04-08 10:38:40;EXP_015;run_ok;rejected;ENABLE_AVG_PROFILE_DISTANCE_GATE;True;MAX_AVG_PROFILE_DISTANCE;0.22;profile_match;zscore_distance;0,5;0,22;False;1,5;5;6;20;24;30;100;120;15;33;40;9;37;44;6;30;36;4,88666666667;2,189403;2,14965583333;733;1094,7015;1289,7937;5,42321307184;1,90094525695;1,59120151997;C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_045_260408092120
EXP_058;2026-04-08 12:22:20;EXP_015;run_error;rejected;TOP_SIMILAR_SPY_WEEKS;24;;;profile_match;zscore_distance;0,5;0,2;False;1,5;5;8;24;;40;120;;18;35;;12;45;;10;40;;3,895;1,41116916667;;779;846,7015;;3,65684637139;1,04574323482;;C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_058_260408104311
EXP_059;2026-04-12 14:00:53;EXP_015;run_ok;rejected;TOP_SIMILAR_SPY_WEEKS;24;;;profile_match;zscore_distance;0,5;0,2;False;1,5;5;8;24;34;40;120;160;18;35;54;12;45;57;10;40;49;3,895;1,41116916667;1,729741875;779;846,7015;1383,7937;3,65684637139;1,04574323482;1,10282372951;C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_059_260412124211
EXP_061;2026-04-12 14:37:06;EXP_015;run_ok;accepted;MIN_SPY_CHANNEL_R2;0.53;;;profile_match;zscore_distance;0,53;0,2;False;1,5;5;8;24;33;40;120;155;18;39;56;11;41;51;11;40;48;4,295;2,16116916667;2,35832451613;859;1296,7015;1827,7015;4,05684637139;1,79574323482;1,87274623597;C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_061_260412140121
EXP_062;2026-04-12 16:30:57;EXP_061;run_ok;rejected;TOP_SIMILAR_SPY_WEEKS;24;;;profile_match;zscore_distance;0,53;0,2;False;1,5;5;8;24;33;40;120;155;18;35;52;12;45;54;10;40;49;3,895;1,41116916667;1,81638903226;779;846,7015;1407,7015;3,65684637139;1,04574323482;1,3308107521;C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_062_260412151713
EXP_063;2026-04-12 17:03:07;EXP_061;run_ok;rejected;TOP_CANDIDATES_NEXT_WEEK;4;;;profile_match;zscore_distance;0,53;0,2;False;1,5;4;8;24;33;32;96;124;13;27;42;10;37;45;9;32;37;3,0825;1,15541666667;1,67322580645;493,2;554,6;1037,4;2,84434637139;0,789990734819;1,18764752629;C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_063_260412163112
EXP_065;2026-04-21 21:20:13;EXP_061;run_ok;rejected;MIN_SPY_CHANNEL_R2;0.56;;;profile_match;zscore_distance;0,56;0,2;False;1,5;5;8;24;30;40;120;145;18;39;53;11;41;47;11;40;45;4,295;2,16116916667;2,29200206897;859;1296,7015;1661,7015;4,05684637139;1,79574323482;1,69080827705;C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_065_260421201339
EXP_067;2026-04-21 23:18:52;BASELINE_CLEAN;run_ok;accepted;MIN_SPY_CHANNEL_R2;0.58;;;profile_match;p25_p75;0,58;0,2;False;1,5;5;7;22;25;35;110;125;16;31;39;8;42;44;11;37;42;4,70001714286;1,40455090909;1,7384048;822,5026;772,5026;1086,5026;4,63186560359;1,08403138719;1,29892391045;C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_067_260421213020
EXP_068;2026-04-22 01:14:52;EXP_067;run_ok;accepted;TOP_SIMILAR_SPY_WEEKS;24;;;profile_match;p25_p75;0,58;0,2;False;1,5;5;7;22;25;35;110;125;17;34;43;9;40;42;9;36;40;4,8465;1,68752272727;1,97942;848,1373;928,1373;1237,1373;4,77834846073;1,36700320537;1,53993911045;C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_068_260421232321
EXP_069;2026-04-22 02:10:04;EXP_068;run_ok;rejected;TOP_CANDIDATES_NEXT_WEEK;4;;;profile_match;p25_p75;0,58;0,2;False;1,5;4;8;24;27;32;96;108;15;27;33;6;35;37;11;34;38;5,095859375;1,56611979167;1,83877314815;815,3373;751,7373;992,9373;4,85770574639;1,20069385982;1,36818740292;C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_069_260422011508
EXP_070;2026-04-22 03:04:34;EXP_068;run_ok;rejected;MAX_AVG_PROFILE_DISTANCE;0.17;;;profile_match;p25_p75;0,58;0,17;False;1,5;5;4;19;21;20;95;105;10;27;31;5;36;38;5;32;36;6,27;1,48842105263;1,57714285714;627;707;828;6,67295354038;1,22723397129;1,06123212874;C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_070_260422021018
EXP_071;2026-04-22 03:59:13;EXP_068;run_ok;rejected;MAX_AVG_PROFILE_DISTANCE;0.18;;;profile_match;p25_p75;0,58;0,18;False;1,5;5;6;21;23;30;105;115;16;33;37;8;39;41;6;33;37;5,55333333333;1,73904761905;1,79826086957;833;913;1034;5,37829916607;1,37597268045;1,21147197994;C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_071_260422030448
EXP_072;2026-04-22 04:54:03;EXP_068;run_ok;accepted;TOP_CANDIDATES_NEXT_WEEK;3;;;profile_match;p25_p75;0,58;0,2;False;1,5;3;8;24;27;24;72;81;13;25;30;5;25;27;6;22;24;6,43666666667;2,60333333333;2,7175308642;772,4;937,2;1100,6;6,19851303806;2,23790740149;2,24694511897;C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_072_260422035928
EXP_074;2026-04-22 05:49:14;EXP_072;run_ok;accepted;TOP_CANDIDATES_NEXT_WEEK;2;;;profile_match;p25_p75;0,58;0,2;False;1,5;2;8;24;27;16;48;54;9;19;23;2;12;13;5;17;18;7,02;3,52;3,74222222222;561,6;844,8;1010,4;6,78184637139;3,15457406815;3,27163647699;C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_074_260422045434
EXP_075;2026-04-22 06:44:23;EXP_074;run_ok;accepted;MAX_AVG_PROFILE_DISTANCE;0.17;;;profile_match;p25_p75;0,58;0,17;False;1,5;2;7;22;24;14;44;48;9;19;21;2;11;12;3;14;15;7,94857142857;3,92909090909;3,99916666667;556,4;864,4;959,8;7,8804198893;3,60857138719;3,46070832363;C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_075_260422054929
EXP_076;2026-04-22 07:39:52;EXP_075;run_ok;accepted;MAX_AVG_PROFILE_DISTANCE;0.22;;;profile_match;p25_p75;0,58;0,22;False;1,5;2;8;24;27;16;48;54;9;19;23;2;12;13;5;17;18;7,02;3,52;3,74222222222;561,6;844,8;1010,4;6,78184637139;3,15457406815;3,27163647699;C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_076_260422064439
EXP_078;2026-04-22 08:36:26;EXP_076;run_ok;accepted;TOP_CANDIDATES_NEXT_WEEK;5;;;profile_match;p25_p75;0,58;0,22;False;1,5;5;8;24;27;40;120;135;17;34;43;10;45;47;13;41;45;4,1556875;1,34022916667;1,64909259259;831,1373;804,1373;1113,1373;3,91753387139;0,974803234819;1,17850684736;C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_078_260422074020
EXP_080;2026-04-22 09:34:59;EXP_078;run_ok;accepted;TOP_CANDIDATES_NEXT_WEEK;3;;;profile_match;p25_p75;0,58;0,22;False;1,5;3;8;24;27;24;72;81;13;25;30;5;25;27;6;22;24;6,43666666667;2,60333333333;2,7175308642;772,4;937,2;1100,6;6,19851303806;2,23790740149;2,24694511897;C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_080_260422083656
EXP_082;2026-04-22 10:54:35;EXP_080;run_ok;accepted;MAX_AVG_PROFILE_DISTANCE;0.24;;;profile_match;p25_p75;0,58;0,24;False;1,5;3;8;24;27;24;72;81;13;25;30;5;25;27;6;22;24;6,43666666667;2,60333333333;2,7175308642;772,4;937,2;1100,6;6,19851303806;2,23790740149;2,24694511897;C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_082_260422093529
EXP_084;2026-04-22 16:35:35;EXP_082;run_ok;accepted;MAX_AVG_PROFILE_DISTANCE;0.26;;;profile_match;p25_p75;0,58;0,26;False;1,5;3;8;24;27;24;72;81;13;25;30;5;25;27;6;22;24;6,43666666667;2,60333333333;2,7175308642;772,4;937,2;1100,6;6,19851303806;2,23790740149;2,24694511897;C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_084_260422143841
EXP_085;2026-04-22 18:19:13;EXP_084;run_ok;accepted;MIN_SPY_CHANNEL_R2;0.61;;;profile_match;p25_p75;0,61;0,26;False;1,5;3;8;24;25;24;72;75;13;25;28;5;25;25;6;22;22;6,43666666667;2,60333333333;2,74666666667;772,4;937,2;1030;6,19851303806;2,23790740149;2,47329689186;C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_085_260422171010
EXP_087;2026-04-22 20:30:54;EXP_085;run_ok;accepted;MIN_SPY_CHANNEL_R2;0.64;;;profile_match;p25_p75;0,64;0,26;False;1,5;3;1;1;24;3;3;72;3;3;28;0;0;22;0;0;22;6,18666666667;6,18666666667;3,08944444444;92,8;92,8;1112,2;8,12264466081;8,12264466081;2,86788973839;C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_087_260422192905
EXP_088;2026-04-22 23:22:12;EXP_087;run_partial_valid;rejected;TOP_SIMILAR_SPY_WEEKS;16;;;profile_match;p25_p75;0,64;0,26;False;1,5;3;1;1;24;3;3;72;3;3;24;0;0;23;0;0;25;6,18666666667;6,18666666667;2,05371527778;92,8;92,8;739,3373;8,12264466081;8,12264466081;1,83216057173;C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_088_260422230859
EXP_089;2026-04-22 23:32:26;EXP_087;run_partial_valid;rejected;TOP_SIMILAR_SPY_WEEKS;16;;;profile_match;p25_p75;0,64;0,26;False;1,5;3;1;1;24;3;3;72;3;3;24;0;0;23;0;0;25;6,18666666667;6,18666666667;2,05371527778;92,8;92,8;739,3373;8,12264466081;8,12264466081;1,83216057173;C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_089_260422232359
EXP_090;2026-04-22 23:47:42;EXP_087;run_partial_valid;rejected;TOP_SIMILAR_SPY_WEEKS;16;;;profile_match;p25_p75;0,64;0,26;False;1,5;3;1;1;24;3;3;72;3;3;24;0;0;23;0;0;25;6,18666666667;6,18666666667;2,05371527778;92,8;92,8;739,3373;8,12264466081;8,12264466081;1,83216057173;C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_090_260422233901
EXP_091;2026-04-23 00:04:09;EXP_087;run_partial_valid;rejected;TOP_SIMILAR_SPY_WEEKS;16;;;profile_match;p25_p75;0,64;0,26;False;1,5;3;1;1;24;3;3;72;3;3;24;0;0;23;0;0;25;6,18666666667;6,18666666667;2,05371527778;92,8;92,8;739,3373;8,12264466081;8,12264466081;1,83216057173;C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_091_260422235402
EXP_092;2026-04-23 00:14:18;EXP_087;run_error;rejected;TOP_SIMILAR_SPY_WEEKS;16;;;profile_match;p25_p75;0,64;0,26;False;1,5;3;;;;;;;;;;;;;;;;;;;;;;;;;C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_092_260423001313
EXP_093;2026-04-23 00:27:03;EXP_087;run_partial_valid;rejected;TOP_SIMILAR_SPY_WEEKS;16;;;profile_match;p25_p75;0,64;0,26;False;1,5;3;1;1;24;3;3;72;3;3;24;0;0;23;0;0;25;6,18666666667;6,18666666667;2,05371527778;92,8;92,8;739,3373;8,12264466081;8,12264466081;1,83216057173;C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_093_260423001740
EXP_094;2026-04-23 00:40:44;EXP_087;run_partial_valid;rejected;TOP_SIMILAR_SPY_WEEKS;16;;;profile_match;p25_p75;0,64;0,26;False;1,5;3;1;1;24;3;3;72;3;3;24;0;0;23;0;0;25;6,18666666667;6,18666666667;2,05371527778;92,8;92,8;739,3373;8,12264466081;8,12264466081;1,83216057173;C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_094_260423003246
EXP_095;2026-04-23 00:58:23;EXP_087;run_partial_valid;rejected;TOP_SIMILAR_SPY_WEEKS;16;;;profile_match;p25_p75;0,64;0,26;False;1,5;3;1;1;24;3;3;72;3;3;24;0;0;23;0;0;25;6,18666666667;6,18666666667;2,05371527778;92,8;92,8;739,3373;8,12264466081;8,12264466081;1,83216057173;C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_095_260423004747
EXP_096;2026-04-23 01:11:53;EXP_087;run_partial_valid;rejected;TOP_SIMILAR_SPY_WEEKS;16;;;profile_match;p25_p75;0,64;0,26;False;1,5;3;1;1;24;3;3;72;3;3;24;0;0;23;0;0;25;6,18666666667;6,18666666667;2,05371527778;92,8;92,8;739,3373;8,12264466081;8,12264466081;1,83216057173;C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_096_260423010248
EXP_097;2026-04-23 01:27:43;EXP_087;run_partial_valid;rejected;TOP_SIMILAR_SPY_WEEKS;16;;;profile_match;p25_p75;0,64;0,26;False;1,5;3;1;1;24;3;3;72;3;3;24;0;0;23;0;0;25;6,18666666667;6,18666666667;2,05371527778;92,8;92,8;739,3373;8,12264466081;8,12264466081;1,83216057173;C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_097_260423011749
EXP_098;2026-04-23 01:42:56;EXP_087;run_partial_valid;rejected;TOP_SIMILAR_SPY_WEEKS;16;;;profile_match;p25_p75;0,64;0,26;False;1,5;3;1;1;24;3;3;72;3;3;24;0;0;23;0;0;25;6,18666666667;6,18666666667;2,05371527778;92,8;92,8;739,3373;8,12264466081;8,12264466081;1,83216057173;C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_098_260423013250
EXP_099;2026-04-23 01:57:08;EXP_087;run_partial_valid;rejected;TOP_SIMILAR_SPY_WEEKS;16;;;profile_match;p25_p75;0,64;0,26;False;1,5;3;1;1;24;3;3;72;3;3;24;0;0;23;0;0;25;6,18666666667;6,18666666667;2,05371527778;92,8;92,8;739,3373;8,12264466081;8,12264466081;1,83216057173;C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_099_260423014750
EXP_100;2026-04-23 02:13:15;EXP_087;run_partial_valid;rejected;TOP_SIMILAR_SPY_WEEKS;16;;;profile_match;p25_p75;0,64;0,26;False;1,5;3;1;1;24;3;3;72;3;3;24;0;0;23;0;0;25;6,18666666667;6,18666666667;2,05371527778;92,8;92,8;739,3373;8,12264466081;8,12264466081;1,83216057173;C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_100_260423020252
EXP_101;2026-04-23 02:28:16;EXP_087;run_partial_valid;rejected;TOP_SIMILAR_SPY_WEEKS;16;;;profile_match;p25_p75;0,64;0,26;False;1,5;3;1;1;24;3;3;72;3;3;24;0;0;23;0;0;25;6,18666666667;6,18666666667;2,05371527778;92,8;92,8;739,3373;8,12264466081;8,12264466081;1,83216057173;C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_101_260423021753
EXP_102;2026-04-23 02:43:58;EXP_087;run_partial_valid;rejected;TOP_SIMILAR_SPY_WEEKS;16;;;profile_match;p25_p75;0,64;0,26;False;1,5;3;1;1;24;3;3;72;3;3;24;0;0;23;0;0;25;6,18666666667;6,18666666667;2,05371527778;92,8;92,8;739,3373;8,12264466081;8,12264466081;1,83216057173;C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_102_260423023255
EXP_103;2026-04-23 02:58:38;EXP_087;run_partial_valid;rejected;TOP_SIMILAR_SPY_WEEKS;16;;;profile_match;p25_p75;0,64;0,26;False;1,5;3;1;1;24;3;3;72;3;3;24;0;0;23;0;0;25;6,18666666667;6,18666666667;2,05371527778;92,8;92,8;739,3373;8,12264466081;8,12264466081;1,83216057173;C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_103_260423024754
EXP_104;2026-04-23 03:18:16;EXP_087;run_partial_valid;rejected;TOP_CANDIDATES_NEXT_WEEK;4;;;profile_match;p25_p75;0,64;0,26;False;1,5;4;1;1;24;4;4;96;4;4;31;0;0;32;0;0;33;8,27;8,27;2,07653645833;165,4;165,4;996,7373;10,2059779941;10,2059779941;1,85498175228;C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_104_260423030255
EXP_105;2026-04-23 03:46:28;EXP_087;run_partial_valid;rejected;TOP_CANDIDATES_NEXT_WEEK;4;;;profile_match;p25_p75;0,64;0,26;False;1,5;4;1;1;24;4;4;96;4;4;31;0;0;32;0;0;33;8,27;8,27;2,07653645833;165,4;165,4;996,7373;10,2059779941;10,2059779941;1,85498175228;C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_105_260423033256
EXP_106;2026-04-23 04:02:52;EXP_087;run_partial_valid;rejected;TOP_CANDIDATES_NEXT_WEEK;4;;;profile_match;p25_p75;0,64;0,26;False;1,5;4;1;1;24;4;4;96;4;4;31;0;0;32;0;0;33;8,27;8,27;2,07653645833;165,4;165,4;996,7373;10,2059779941;10,2059779941;1,85498175228;C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_106_260423034756
EXP_107;2026-04-23 04:32:45;EXP_087;run_partial_valid;rejected;TOP_CANDIDATES_NEXT_WEEK;4;;;profile_match;p25_p75;0,64;0,26;False;1,5;4;1;1;24;4;4;96;4;4;31;0;0;32;0;0;33;8,27;8,27;2,07653645833;165,4;165,4;996,7373;10,2059779941;10,2059779941;1,85498175228;C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_107_260423041757
EXP_108;2026-04-23 04:46:12;EXP_087;run_partial_valid;rejected;TOP_CANDIDATES_NEXT_WEEK;4;;;profile_match;p25_p75;0,64;0,26;False;1,5;4;1;1;24;4;4;96;4;4;31;0;0;32;0;0;33;8,27;8,27;2,07653645833;165,4;165,4;996,7373;10,2059779941;10,2059779941;1,85498175228;C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_108_260423043258
