run_id,run_num,first_seen,last_seen,classification,status,decision,reason,parent_run_id,candidate_family,candidate_axis,accepted_for_followup,accepted_bool,promoted_to_baseline,promoted_bool,baseline_changed,baseline_changed_bool,do_not_use_as_parent,do_not_use_bool,executed_windows,real_run,operational_error,artifact_dirs_found,sample_artifact_dir,w52_avg_net_return_pct,w52_spy_compare,w52_pnl,w52_trades,w24_avg_net_return_pct,w24_spy_compare,w8_avg_net_return_pct,w8_spy_compare
EXP_1162,1162,2026-04-30 16:24:30,2026-04-30 16:24:30,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1163,1163,2026-04-30 16:24:39,2026-04-30 16:24:39,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1164,1164,2026-04-30 16:24:49,2026-04-30 16:24:49,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1165,1165,2026-04-30 16:24:58,2026-04-30 16:24:58,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1166,1166,2026-04-30 16:25:07,2026-04-30 16:25:07,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1167,1167,2026-04-30 16:25:17,2026-04-30 16:25:17,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1168,1168,2026-04-30 16:25:25,2026-04-30 16:25:25,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1169,1169,2026-04-30 16:25:36,2026-04-30 16:25:36,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1170,1170,2026-04-30 16:25:44,2026-04-30 16:25:44,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1171,1171,2026-04-30 16:25:53,2026-04-30 16:25:53,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1172,1172,2026-04-30 16:26:07,2026-04-30 16:26:07,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1173,1173,2026-04-30 16:26:18,2026-04-30 16:26:18,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1174,1174,2026-04-30 16:26:32,2026-04-30 16:26:32,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1175,1175,2026-04-30 16:26:47,2026-04-30 16:26:47,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1176,1176,2026-04-30 16:27:05,2026-04-30 16:27:05,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1177,1177,2026-04-30 16:27:17,2026-04-30 16:27:17,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1178,1178,2026-04-30 16:27:29,2026-04-30 16:27:29,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1179,1179,2026-04-30 16:27:39,2026-04-30 16:27:39,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1180,1180,2026-04-30 16:27:50,2026-04-30 16:27:50,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1181,1181,2026-04-30 16:28:00,2026-04-30 16:28:00,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1182,1182,2026-04-30 16:28:09,2026-04-30 16:28:09,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1183,1183,2026-04-30 16:28:19,2026-04-30 16:28:19,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1184,1184,2026-04-30 16:28:29,2026-04-30 16:28:29,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1185,1185,2026-04-30 16:28:38,2026-04-30 16:28:38,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1186,1186,2026-04-30 16:28:46,2026-04-30 16:28:46,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1187,1187,2026-04-30 16:28:57,2026-04-30 16:28:57,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1188,1188,2026-04-30 16:29:06,2026-04-30 16:29:06,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1189,1189,2026-04-30 16:29:16,2026-04-30 16:29:16,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1190,1190,2026-04-30 16:29:26,2026-04-30 16:29:26,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1191,1191,2026-04-30 16:29:35,2026-04-30 16:29:35,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1192,1192,2026-04-30 16:29:45,2026-04-30 16:29:45,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1193,1193,2026-04-30 16:29:56,2026-04-30 16:29:56,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1194,1194,2026-04-30 16:30:06,2026-04-30 16:30:06,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1195,1195,2026-04-30 16:30:15,2026-04-30 16:30:15,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1196,1196,2026-04-30 16:30:26,2026-04-30 16:30:26,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1197,1197,2026-04-30 16:30:36,2026-04-30 16:30:36,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1198,1198,2026-04-30 16:30:46,2026-04-30 16:30:46,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1199,1199,2026-04-30 16:30:56,2026-04-30 16:30:56,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1200,1200,2026-04-30 16:31:09,2026-04-30 16:31:09,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1201,1201,2026-04-30 16:31:22,2026-04-30 16:31:22,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1202,1202,2026-04-30 16:31:35,2026-04-30 16:31:35,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1203,1203,2026-04-30 16:31:47,2026-04-30 16:31:47,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1204,1204,2026-04-30 16:31:59,2026-04-30 16:31:59,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1205,1205,2026-04-30 16:32:12,2026-04-30 16:32:12,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1206,1206,2026-04-30 16:32:23,2026-04-30 16:32:23,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1207,1207,2026-04-30 16:32:33,2026-04-30 16:32:33,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1208,1208,2026-04-30 16:32:43,2026-04-30 16:32:43,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1209,1209,2026-04-30 16:32:53,2026-04-30 16:32:53,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1210,1210,2026-04-30 16:33:03,2026-04-30 16:33:03,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1211,1211,2026-04-30 16:33:14,2026-04-30 16:33:14,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1212,1212,2026-04-30 16:33:24,2026-04-30 16:33:24,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1213,1213,2026-04-30 16:33:35,2026-04-30 16:33:35,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1214,1214,2026-04-30 16:33:45,2026-04-30 16:33:45,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1215,1215,2026-04-30 16:33:56,2026-04-30 16:33:56,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1216,1216,2026-04-30 16:34:06,2026-04-30 16:34:06,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1217,1217,2026-04-30 16:34:16,2026-04-30 16:34:16,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1218,1218,2026-04-30 16:34:27,2026-04-30 16:34:27,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1219,1219,2026-04-30 16:34:37,2026-04-30 16:34:37,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1220,1220,2026-04-30 16:34:47,2026-04-30 16:34:47,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1221,1221,2026-04-30 16:34:57,2026-04-30 16:34:57,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1222,1222,2026-04-30 16:35:07,2026-04-30 16:35:07,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1223,1223,2026-04-30 16:35:18,2026-04-30 16:35:18,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1224,1224,2026-04-30 16:35:28,2026-04-30 16:35:28,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1225,1225,2026-04-30 16:35:39,2026-04-30 16:35:39,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1226,1226,2026-04-30 16:35:49,2026-04-30 16:35:49,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1227,1227,2026-04-30 16:35:59,2026-04-30 16:35:59,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1228,1228,2026-04-30 16:36:11,2026-04-30 16:36:11,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1229,1229,2026-04-30 16:36:23,2026-04-30 16:36:23,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1230,1230,2026-04-30 16:36:35,2026-04-30 16:36:35,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1231,1231,2026-04-30 16:36:47,2026-04-30 16:36:47,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1232,1232,2026-04-30 16:37:04,2026-04-30 16:37:04,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1233,1233,2026-04-30 16:37:18,2026-04-30 16:37:18,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1234,1234,2026-04-30 16:37:34,2026-04-30 16:37:34,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1235,1235,2026-04-30 16:37:47,2026-04-30 16:37:47,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1236,1236,2026-04-30 16:38:00,2026-04-30 16:38:00,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1237,1237,2026-04-30 16:38:14,2026-04-30 16:38:14,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1238,1238,2026-04-30 16:38:28,2026-04-30 16:38:28,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1239,1239,2026-04-30 16:38:42,2026-04-30 16:38:42,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1240,1240,2026-04-30 16:38:55,2026-04-30 16:38:55,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1241,1241,2026-04-30 16:39:09,2026-04-30 16:39:09,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1242,1242,2026-04-30 16:39:22,2026-04-30 16:39:22,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1243,1243,2026-04-30 16:39:33,2026-04-30 16:39:33,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1244,1244,2026-04-30 16:39:45,2026-04-30 16:39:45,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1245,1245,2026-04-30 16:39:57,2026-04-30 16:39:57,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1246,1246,2026-04-30 16:40:08,2026-04-30 16:40:08,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1247,1247,2026-04-30 16:40:19,2026-04-30 16:40:19,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1248,1248,2026-04-30 16:40:32,2026-04-30 16:40:32,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1249,1249,2026-04-30 16:40:45,2026-04-30 16:40:45,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1250,1250,2026-04-30 16:40:56,2026-04-30 16:40:56,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1251,1251,2026-04-30 16:41:11,2026-04-30 16:41:11,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1252,1252,2026-04-30 16:41:28,2026-04-30 16:41:28,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1253,1253,2026-04-30 16:41:42,2026-04-30 16:41:42,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1254,1254,2026-04-30 16:41:55,2026-04-30 16:41:55,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1255,1255,2026-04-30 16:42:11,2026-04-30 16:42:11,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1256,1256,2026-04-30 16:42:25,2026-04-30 16:42:25,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1257,1257,2026-04-30 16:42:38,2026-04-30 16:42:38,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1258,1258,2026-04-30 16:42:51,2026-04-30 16:42:51,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1259,1259,2026-04-30 16:43:03,2026-04-30 16:43:03,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1260,1260,2026-04-30 16:43:14,2026-04-30 16:43:14,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1261,1261,2026-04-30 16:43:24,2026-04-30 16:43:24,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1262,1262,2026-04-30 16:43:36,2026-04-30 16:43:36,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1263,1263,2026-04-30 16:43:47,2026-04-30 16:43:47,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1264,1264,2026-04-30 16:43:58,2026-04-30 16:43:58,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1265,1265,2026-04-30 16:44:10,2026-04-30 16:44:10,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1266,1266,2026-04-30 16:44:22,2026-04-30 16:44:22,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
EXP_1267,1267,2026-04-30 16:44:33,2026-04-30 16:44:33,blocked_no_material_candidate,blocked_no_material_candidate,rejected,controlled_exploration,,,,False,False,False,False,False,False,,False,,False,False,0,,,,,,,,,
